track_uri,popularity,danceability,energy,loudness,valence,speechiness,instrumentalness,tempo
0KMGxYKeUzK9wc5DZCt3HT,77,0.434,0.563,-6.784,0.275,0.0268,0.000824,104.183
0DKNNR9iDjwfCEpMiFXMJq,67,0.597,0.931,-4.591,0.534,0.0984,0.0,92.003
1Jj6MF0xDOMA3Ut2Z368Bx,71,0.724,0.436,-9.321,0.324,0.0282,1.19e-06,130.439
0vswnzoKvhNkT1ehc0Tt19,67,0.46,0.505,-5.487,0.22,0.0266,0.0,135.757
1QvPIlDwzql2ub5MCyYa78,62,0.774,0.849,-2.986,0.962,0.0301,0.000199,126.996
65h7Qhxl2WfW31Bl6sjWAI,63,0.496,0.338,-9.512,0.202,0.0316,0.0,129.486
1BvJmtaXsqtH438BcDPeBb,69,0.688,0.477,-11.945,0.897,0.029,4.93e-05,132.071
3wfujdbamR3Z46F4xav7LM,68,0.582,0.606,-9.961,0.504,0.0289,0.00139,111.441
6d1IYeSfyqOTW61rPgocGD,65,0.595,0.546,-6.251,0.255,0.0267,0.00422,131.136
214nt20w5wOxJnY462klLw,81,0.662,0.747,-6.926,0.487,0.0736,0.00615,150.088
0VE4kBnHJUgtMf0dy6DRmW,84,0.562,0.689,-6.745,0.351,0.127,2.23e-06,172.054
34E0Higz6fFVXlbVsn6TIW,64,0.552,0.265,-15.482,0.212,0.0332,0.0,135.476
60c0p6GGnuwdKcQnmuM2zC,65,0.418,0.721,-2.736,0.233,0.0383,0.0,144.063
1TX2IeSDuozjBh2Qqepf05,47,0.489,0.306,-9.326,0.6,0.0289,0.0,202.281
7BdXRaSlGAzhySfuW3y8h5,68,0.586,0.331,-14.677,0.223,0.0295,1.67e-05,124.915
4W4fNrZYkobj539TOWsLO2,87,0.575,0.5,-7.594,0.506,0.0707,0.0,67.033
77loZpT5Y5PRP1S451P9Yz,83,0.472,0.671,-4.649,0.0681,0.029,0.0,82.952
3Z2anmIVG8b1GelyeFQdnP,67,0.533,0.24,-9.512,0.265,0.0424,0.0,175.486
4RCWB3V8V0dignt99LZ8vH,80,0.656,0.291,-10.572,0.298,0.0293,0.0,103.971
313YEBGwW9UyaU8OGPiwD1,47,0.64,0.431,-9.618,0.394,0.029,0.00352,122.052
1p80LdxRV74UKvL8gnD7ky,81,0.753,0.678,-5.421,0.583,0.0644,1.64e-06,96.006
1exLL81vN8mD55M9HMOt1t,66,0.451,0.424,-13.208,0.394,0.0371,1.77e-06,141.836
2T9WeqSMJJb8YBDHPYGU4p,70,0.642,0.695,-5.62,0.642,0.0281,1.02e-05,103.984
4VqUvTa7j2ETBL0youqSA3,35,0.457,0.575,-4.723,0.222,0.0249,0.00152,159.938
5VGlqQANWDKJFl0MBG3sg2,78,0.276,0.715,-5.356,0.173,0.0432,0.000417,137.028
6TvxPS4fj4LUdjw2es4g21,71,0.475,0.26,-15.997,0.339,0.0322,0.0016,137.212
5CRVwXGikmqzoRO6q7FeAg,70,0.565,0.245,-9.132,0.307,0.0262,0.0,75.055
1Qa0Y05al633fG8f9Peytc,67,0.471,0.494,-10.407,0.373,0.0312,0.0944,79.255
1dMilrhgON9TIGPVdWG2dX,57,0.377,0.606,-7.409,0.291,0.0262,0.00877,83.972
36lkJSDyMEZoWTqtRj8Q8q,74,0.583,0.602,-6.364,0.388,0.0274,0.0,74.008
2Guz1b911CbpG8L92cnglI,66,0.29,0.48,-6.583,0.382,0.0296,3.03e-06,112.62
1L9fzw2pXprOqtemTwtxXF,68,0.602,0.536,-9.74,0.506,0.0288,1.9e-05,124.558
57ct8jKi6trntXiRV0NnXi,69,0.612,0.24,-12.821,0.223,0.033,7.86e-05,122.565
6Bm6qUCSatPAqkQllFL7oA,68,0.256,0.788,-5.263,0.429,0.0403,0.0,80.718
2IIdrejPZuHHFpc3LbTtEK,52,0.471,0.549,-5.696,0.141,0.0315,0.0,83.681
78Sw5GDo6AlGwTwanjXbGh,94,0.574,0.469,-8.209,0.288,0.0254,9.21e-05,132.023
7ePEIbrsRXk9En7noiLAo7,65,0.563,0.184,-16.386,0.194,0.0417,0.0,128.048
1oTo3ijRbaDAtrjJrGAPSw,72,0.664,0.781,-6.547,0.593,0.0339,5.33e-06,110.0
5B83TP5fQJkkVr20xd5DGr,31,0.499,0.341,-10.946,0.37,0.0263,0.000503,132.114
4kOfxxnW1ukZdsNbCKY9br,71,0.851,0.406,-11.631,0.792,0.0661,6.41e-06,97.84
3yXdq79wD4nTG6X5ND7eXC,28,0.637,0.794,-6.093,0.643,0.0486,0.0,124.081
3lTxG17fsMrjrNkTNJ9NaZ,60,0.565,0.471,-9.046,0.355,0.0306,6.39e-05,165.055
4RWAWUoPEcQk0QDj8JGmAz,53,0.572,0.983,-2.848,0.552,0.0828,4.61e-06,127.97
3QF5RsWzK1lCvf2o2cY65P,74,0.562,0.388,-12.088,0.159,0.0705,0.00145,107.747
6zC0mpGYwbNTpk9SKwh08f,76,0.572,0.214,-15.625,0.485,0.0293,0.129,95.542
6B4oVElDIKRNcNUary0WG7,63,0.662,0.719,-6.606,0.511,0.0298,0.0,95.001
371Tb0eNfpjpSqggjcLv8c,59,0.313,0.713,-4.489,0.196,0.0327,0.0,169.871
1kiNatIrwDusOZfR29W0LJ,68,0.808,0.812,-5.012,0.269,0.0381,7.91e-05,100.331
3FD0RyHoYObYJkBIDGra4W,36,0.583,0.415,-8.854,0.245,0.0301,3.39e-05,136.065
3nlVjrlLMJHC7Flf9impf9,66,0.795,0.75,-3.604,0.762,0.0526,0.0,115.005
2BABTeUx608FA8b47bDuLK,54,0.625,0.312,-14.797,0.319,0.0334,0.000181,128.575
3jABliRFbqeVTfbXk7SW67,43,0.542,0.408,-8.457,0.0584,0.028,0.0,139.01
7p4dXTNsIxNChS4nVYgH7m,31,0.454,0.535,-8.404,0.247,0.0314,0.000191,135.399
2HeLqRgQRttQE16abLHfR5,54,0.378,0.436,-15.075,0.507,0.0783,1.37e-06,120.463
5nDSJO4909uNzMcZH3CggS,59,0.537,0.417,-7.209,0.256,0.0273,1.86e-06,144.716
2vwlzO0Qp8kfEtzTsCXfyE,82,0.53,0.422,-6.262,0.349,0.0342,0.0,119.964
1dGr1c8CrMLDpV6mPbImSI,87,0.359,0.543,-7.582,0.453,0.0919,1.58e-05,68.534
2QDnRMFfnes9DUWc6HgixI,65,0.332,0.429,-8.376,0.239,0.0287,3.18e-05,128.073
5d4E1hgkLyb7sXr5J3InnM,64,0.497,0.296,-10.756,0.171,0.0302,0.0,62.204
7erXAfnatmoUow8DnbseOY,57,0.741,0.421,-6.789,0.595,0.0303,7.19e-05,134.621
6AtZLIzUINvExIUy4QhdjP,78,0.584,0.557,-6.371,0.767,0.0342,0.0,154.008
7okbmgA8lRBGl5limZ7LFM,68,0.528,0.234,-15.784,0.191,0.0283,0.0,95.911
1B5Tp2Ml9nLlmTSJx8xVfI,72,0.358,0.387,-14.342,0.495,0.0324,0.0121,181.183
199E1RRrVmVTQqBXih5qRC,76,0.658,0.378,-8.3,0.0382,0.0379,0.0,108.034
3eX0NZfLtGzoLUxPNvRfqm,82,0.637,0.398,-8.294,0.0374,0.0564,1.03e-06,108.075
7DAB0lFAvDT0Nhw5BjBqt1,50,0.658,0.401,-8.377,0.0384,0.0367,1.2e-06,108.049
6NGsHLZYGVAkXTFr75WWnn,56,0.293,0.0348,-23.92,0.101,0.0414,0.000212,130.959
3mlMpmY8oZIBFc39D9zLbh,66,0.299,0.329,-10.096,0.392,0.0279,0.0105,132.282
0uTVChzibEWKrXojPaJ9y1,42,0.531,0.397,-7.63,0.235,0.027,0.0,99.822
27rdGxbavYJeBphck5MZAF,79,0.601,0.794,-5.844,0.244,0.0671,1.36e-06,114.066
4ztwMHfPZhPoruZdBbgriM,58,0.39,0.0803,-20.518,0.184,0.0306,0.000639,150.503
790YJcgHlN3SaosQCHlWzn,60,0.331,0.183,-11.63,0.26,0.0287,9.07e-06,79.195
2MV8uNAfSBYuMlMUas6bDC,46,0.693,0.375,-9.458,0.493,0.0391,0.000115,129.828
28cnXtME493VX9NOw9cIUh,75,0.534,0.392,-7.636,0.163,0.0267,0.000227,90.379
3dFR132gzO8jxD57R2gid3,59,0.333,0.367,-10.06,0.0685,0.0291,1.19e-05,77.986
0cFlXjTxFdMGGPfLVpt3Wv,55,0.418,0.402,-12.942,0.601,0.0288,0.0,133.683
3xFhn0a0C2khTewk69wpPN,27,0.45,0.284,-6.221,0.337,0.0251,1.19e-05,90.743
5fWRLdgfMlbKDncAhdN9zI,57,0.4,0.485,-7.145,0.211,0.0369,0.0,159.909
6PdWPdgPoVCT9WLFMVnhxx,70,0.313,0.172,-13.905,0.0489,0.0443,7.67e-05,153.069
6dfhF1BDGmhM69fnCb6wSC,65,0.259,0.241,-15.955,0.275,0.042,6.62e-06,178.453
6PMDILZiYo4YzMBbE0dGK9,66,0.512,0.588,-8.591,0.242,0.0276,0.000806,144.521
5iUzEn2QzBW0KEWNQO1KQC,47,0.258,0.0971,-13.002,0.0767,0.0302,0.0,65.346
5qFmtU2b7EvbhFG8NZOffH,55,0.516,0.877,-3.52,0.235,0.0435,0.0,111.968
1AnGShYjEaoa1df4eFEX8U,34,0.374,0.473,-7.556,0.606,0.0404,0.000201,203.847
2TjnCxxQRYn56Ye8gkUKiW,69,0.228,0.224,-12.749,0.18,0.0311,0.000222,60.3
5ikG3xm47oLXYTmkun7uQy,35,0.776,0.747,-5.266,0.794,0.032,0.00104,140.039
6iXQrhhgBisdfvS34EMTZ3,70,0.308,0.464,-9.032,0.318,0.0279,2.49e-06,103.734
1xvGuRbLxTkpb5UdUG7HME,52,0.474,0.238,-15.595,0.137,0.0271,3.95e-06,99.005
49RUdNvwSiUTC8fBh4KKoC,63,0.368,0.403,-12.699,0.338,0.0288,7.66e-06,135.384
1wb4P4F0sxAQ2KXrRvsx6n,79,0.585,0.494,-8.751,0.634,0.0353,0.0,133.822
5FgPwJ7Nh2FVmIXviKl2VF,75,0.317,0.172,-10.636,0.0963,0.0326,0.000383,65.18
2yDQVcj26tpi9IUJhw9xDs,62,0.461,0.499,-10.443,0.387,0.0316,0.0,137.687
2nvcTDmZkRWKNMAL29sLHo,62,0.505,0.483,-9.272,0.484,0.0334,0.0,125.839
1Pw5C4N6Fn5E4mGCxmbbVa,70,0.4,0.564,-7.444,0.483,0.0523,0.0,99.269
6naxalmIoLFWR0siv8dnQQ,80,0.751,0.834,-5.444,0.894,0.0437,1.77e-05,95.053
1vZTgn4JXWMahR8r99ug5H,63,0.264,0.32,-11.716,0.171,0.0325,0.00141,138.108
3MjUtNVVq3C8Fn0MP3zhXa,80,0.759,0.699,-5.745,0.907,0.0307,0.000131,92.96
7JOyY9GA3P2Evx50oetDKb,65,0.482,0.211,-14.518,0.158,0.0318,1.36e-05,116.902
1IXfNzFG3JdrjBt8VPDjC6,42,0.708,0.785,-7.963,0.608,0.0498,0.000407,110.961
0heeNYlwOGuUSe7TgUD27B,78,0.751,0.502,-8.763,0.106,0.167,0.0,108.943
0vg4WnUWvze6pBOJDTq99k,77,0.675,0.479,-9.87,0.454,0.0278,1.76e-05,81.998
0sp00HSXkQyqTa6QqM0O8V,72,0.509,0.629,-6.434,0.237,0.0335,1.99e-06,80.012
21ESn5i0tvNqf1dRfZEoIY,28,0.465,0.539,-8.924,0.622,0.0256,0.000405,78.594
0ZNU020wNYvgW84iljPkPP,79,0.553,0.413,-10.037,0.379,0.0334,2.33e-06,110.107
2I8YAEA1VmCuP1wkJHMpTw,71,0.549,0.417,-10.064,0.347,0.035,1.9e-06,110.137
7slO17jNwf7yI0SHLEXIXJ,36,0.698,0.773,-3.257,0.681,0.0428,0.000112,89.03
5QpaGzWp0hwB5faV8dkbAz,76,0.558,0.719,-5.113,0.371,0.0267,0.0,112.027
2zYzyRzz6pRmhPzyfMEC8s,85,0.574,0.913,-4.793,0.423,0.133,0.00158,115.728
6xV6bjb0E7qdY6s1RVVr4t,45,0.696,0.45,-8.138,0.594,0.0482,0.0,120.024
1HNE2PX70ztbEl6MLxrpNL,77,0.568,0.844,-5.875,0.766,0.0505,0.0,116.046
3gIBSlXYIN1mru35l4LWPB,59,0.267,0.252,-11.687,0.13,0.0351,4.43e-05,37.114
63CHa6rmamv9OsehkRD8oz,77,0.58,0.498,-6.901,0.111,0.0277,0.0,116.271
2TTYIwTM2iLC1YOyHuhRMt,69,0.765,0.791,-5.707,0.966,0.0317,0.000154,95.026
6ECp64rv50XVz93WvxXMGF,81,0.712,0.862,-4.612,0.809,0.0378,0.0,95.051
1mo8r5EwAfNElDFOQNgcQ8,51,0.696,0.632,-4.368,0.415,0.0448,0.00152,119.421
1g0zTWTunT008ToMdtGnBm,43,0.634,0.189,-8.42,0.397,0.0329,0.0,149.63
5oqDgw5VGBln5dSIOPWyBq,78,0.649,0.622,-7.054,0.106,0.0582,0.0,90.024
7KokYm8cMIXCsGVmUvKtqf,87,0.642,0.62,-7.091,0.0969,0.0666,0.0,90.02
1Jwc3ODLQxtbnS8M9TflSP,65,0.724,0.891,-7.818,0.818,0.0995,4.72e-05,103.022
10VbGCpgC4FtmYSwBLvIDX,51,0.323,0.42,-10.658,0.286,0.0291,0.002,139.842
64ZxBE1ZgK4C0lGljXzDcG,62,0.48,0.163,-19.117,0.212,0.0645,0.754,158.366
7DFawVSjI88xR9mjnWwURg,73,0.638,0.352,-9.266,0.204,0.0268,0.0,94.173
3fXJBpuXgLyKvMGjDPaoXX,46,0.743,0.421,-8.205,0.397,0.0662,0.0,146.067
0PEeiLVfjAJeTMBIFJF5Uc,39,0.21,0.241,-6.713,0.134,0.0394,0.156,171.5
2TOzTqQXNmR2zDJXihjZ2e,77,0.638,0.259,-10.706,0.269,0.0898,0.0,88.485
1AoQ5MJL4qVdpOvTgn3Ynj,24,0.559,0.844,-5.611,0.882,0.0325,3.48e-05,146.288
5jQI2r1RdgtuT8S3iG8zFC,88,0.733,0.436,-10.489,0.0976,0.08,0.000573,96.985
4g2c7NoTWAOSYDy44l9nub,77,0.735,0.444,-10.519,0.0984,0.0684,0.0012,97.038
5E36pd9opG8oT1GkKYv7qz,53,0.743,0.463,-10.485,0.101,0.0782,0.000634,96.999
4Ey0LK1HzksUqm9JLzzKuD,71,0.436,0.153,-9.522,0.415,0.0454,0.0,71.684
5Q0Nhxo0l2bP3pNjpGJwV1,78,0.652,0.698,-4.667,0.47,0.042,0.000115,96.021
6lfxq3CG4xtTiEg7opyCyx,70,0.266,0.0596,-18.515,0.143,0.0363,7.07e-05,181.74
5wA5mA9v9lPxAaSg1FagG6,60,0.965,0.783,-6.898,0.863,0.098,0.000231,119.94
41V0xv9duWxKziGbAcgEGm,24,0.216,0.419,-8.414,0.583,0.0321,0.0,188.567
5PebmdoxWZkuaIzzWpiBMG,50,0.745,0.557,-6.579,0.381,0.0346,0.0,97.04
15DeqWWQB4dcEWzJg15VrN,76,0.668,0.672,-4.931,0.539,0.0303,0.0,89.011
4RL77hMWUq35NYnPLXBpih,73,0.379,0.29,-8.485,0.169,0.051,0.00106,166.467
6MrILERJLA3Jcq0E9poZsp,69,0.381,0.186,-15.477,0.142,0.029,2.75e-06,65.058
2JoUtztTqCN4ZhmbRDGPIL,66,0.58,0.0842,-15.52,0.388,0.0302,0.00126,92.123
0V3wPSX9ygBnCm8psDIegu,94,0.637,0.643,-6.571,0.533,0.0519,1.8e-06,97.008
02Zkkf2zMkwRGQjZ7T4p8f,77,0.638,0.634,-6.582,0.519,0.0457,1.23e-06,96.953
1BJWay8HsY5Tz8L28itkCk,54,0.639,0.628,-6.606,0.506,0.0525,1.07e-06,96.982
5rVTgdktkVZB9GC8xQsFj7,44,0.18,0.312,-7.821,0.0772,0.0393,0.919,80.462
2P1ZqQq8rQtmV7BLZ0Junn,56,0.736,0.876,-5.438,0.8,0.0342,0.0,104.367
6fuA28tFxMmsx7bmB1bsw4,61,0.561,0.289,-7.583,0.434,0.0278,0.0,108.092
5HlwttV3gvOOF7rBqmTRZN,30,0.658,0.418,-9.678,0.542,0.0563,0.886,82.259
54bh3rnW7Klh29FJ27cxZa,45,0.656,0.37,-11.694,0.867,0.024,3.17e-05,97.381
5ihS6UUlyQAfmp48eSkxuQ,79,0.414,0.161,-22.32,0.423,0.0318,0.000223,159.375
59ZoqnXZUghkEqlkNRW77h,41,0.406,0.175,-12.807,0.238,0.0346,2.53e-06,135.34
2xUJuCA9W6zSSNzNIGQ2AP,36,0.534,0.865,-7.243,0.718,0.141,0.0,155.306
2NmaDAnnP9zspaHLc5aSjb,65,0.497,0.222,-10.72,0.46,0.039,0.0,150.175
3SsGrCb1eaSpGhRDqPaTln,64,0.588,0.182,-11.487,0.217,0.0302,0.000427,95.915
1w1kzejjmiMhdWAOecgo4l,60,0.671,0.71,-6.749,0.711,0.276,1.58e-06,98.074
0VIItQF40bAL6cEJSQmpvx,39,0.515,0.832,-6.183,0.657,0.0569,9.71e-05,112.45
0rFOs9paloAvEtzwDX1Kmc,69,0.697,0.474,-6.663,0.249,0.0351,0.0,127.904
7pDrnL68UfpdFHgyMdcvN6,50,0.358,0.228,-9.925,0.566,0.0342,0.0,167.156
0815caqt2Lytro5EIzMufT,76,0.459,0.427,-7.734,0.354,0.0267,0.0,139.902
56ilrbKJF2bph5W6eZaM5E,63,0.308,0.0427,-24.709,0.383,0.0336,0.0,158.399
0jkzxxDG8z3Y5OmfNl1VM0,73,0.503,0.643,-6.494,0.43,0.0407,2.27e-05,169.955
4D7BCuvgdJlYvlX5WlN54t,84,0.696,0.396,-10.289,0.38,0.0656,5.2e-06,120.041
7gVWKBcfIW93YxNBi3ApIE,76,0.694,0.38,-10.307,0.376,0.0614,8.47e-06,120.044
5eZin4PL4EZpemG7Vi6Qvq,49,0.696,0.56,-9.137,0.39,0.0664,7.88e-05,164.0
3qoftcUZaUOncvIYjFSPdE,84,0.696,0.559,-9.19,0.433,0.0693,5.58e-05,163.999
7712gjoih4QoDbXpljEk21,78,0.7,0.509,-10.547,0.345,0.0789,3.27e-05,110.947
7qUTZEf6bgiApJEXpMAH5y,63,0.419,0.516,-9.937,0.476,0.0335,4.41e-06,97.884
7wWw7hBmErNg9u5w6Xx0vy,71,0.629,0.356,-11.135,0.472,0.0246,0.000617,83.886
49dufMDux72V17k7cEYEkS,50,0.474,0.231,-11.466,0.372,0.0318,0.0,182.582
5AUs5AhzesAk96EmYO8oNQ,38,0.585,0.69,-6.161,0.339,0.0242,0.0,99.995
4zK1pYVKMB13es6Bim0muF,58,0.399,0.322,-14.021,0.33,0.037,1.48e-05,145.743
56hioFjQ0DXrdn04hZcFgG,76,0.661,0.352,-14.077,0.13,0.117,0.00147,125.934
7FmYn9e7KHMXcxqGSj9LjH,79,0.662,0.357,-14.064,0.124,0.154,0.00129,125.966
7zcJSflhqcSGICHUjgncnj,47,0.661,0.354,-14.088,0.123,0.142,0.00121,125.974
3g2fYZW5v2od8KIF7VktT0,63,0.336,0.248,-15.626,0.298,0.0324,0.0,128.548
1Dgcy5t2hwVGWqvbMJr88F,60,0.688,0.503,-6.904,0.167,0.0309,0.0111,134.076
2ZTCl6wQMDSMfY4s8GHZdj,65,0.607,0.281,-12.632,0.468,0.0258,0.000123,134.977
3kZC0ZmFWrEHdUCmUqlvgZ,66,0.517,0.206,-12.233,0.489,0.0421,0.0,80.401
0dAGxczG1H07kGEIwRijZi,23,0.273,0.405,-8.608,0.186,0.0327,1.24e-05,179.739
04j67XNNVu1HI7JrIlMM3S,58,0.553,0.931,-3.663,0.815,0.0378,3.23e-06,137.992
5YhIwCzTBYp9TfSYFRyFL6,45,0.336,0.159,-14.899,0.392,0.0463,9.79e-05,176.768
0wavGRldH0AWyu2zvTz8zb,78,0.337,0.156,-14.919,0.39,0.0518,7.72e-05,176.655
7pKfPomDEeI4TPT6EOYjn9,78,0.547,0.257,-12.358,0.169,0.0252,0.183,75.752
4X0YxjnkSXCeVcYOkkAsyH,57,0.469,0.752,-10.429,0.708,0.0314,1.66e-05,130.715
4ZYCwq1EMPY5zZt195ARWg,64,0.437,0.373,-14.846,0.355,0.028,1.2e-06,93.519
10r6fXqVFUfARiEswa4wqV,62,0.608,0.184,-12.32,0.159,0.0397,0.0,138.967
1mU5MuybBuNcKvyUzUdnnB,39,0.665,0.357,-6.482,0.537,0.028,0.0,77.561
3cflKYvbpuih1EKvgREcEg,56,0.365,0.338,-13.406,0.446,0.0322,0.0,79.241
52VIdyKqp1pJRSyUQaxKUA,72,0.365,0.338,-13.406,0.446,0.0322,0.0,79.241
4bPQs0PHn4xbipzdPfn6du,74,0.569,0.83,-4.106,0.609,0.14,0.0,170.094
0hiHNxqKGf3GZgVTIOAiiK,68,0.614,0.526,-7.492,0.366,0.0603,0.0,177.913
5u2FOoFhp495GIj5BJC77J,67,0.46,0.91,-3.71,0.327,0.0525,0.00155,73.019
6VJSxji17kGjyLagYztFWW,52,0.35,0.0695,-19.529,0.22,0.0889,0.0,86.621
0mBL2JwjNYKtdFacHxvtJt,59,0.515,0.98,-2.41,0.933,0.0701,0.0,164.698
5y788ya4NvwhBznoDIcXwK,75,0.525,0.216,-13.551,0.328,0.0301,0.0,106.761
5BUq9bdtsm3LWw5laJeJ4R,71,0.59,0.338,-13.101,0.322,0.03,0.0131,110.581
2IcqY68BxP1ONPi3ME6aje,62,0.335,0.303,-10.943,0.186,0.0315,0.0271,114.224
0j3GgpDSr6ROmp49hcocNR,50,0.362,0.188,-16.423,0.192,0.0334,0.0535,115.13
4t374JpKYq4OGTUoJ4PVwm,54,0.584,0.186,-17.158,0.336,0.0258,6.21e-06,85.731
7t3Xdbufg7q2onVsR8RBdY,77,0.584,0.408,-7.356,0.333,0.0461,0.0,115.129
2fywBLXK9GQi8YR8C8d3c4,68,0.396,0.451,-7.109,0.358,0.0362,0.0,169.518
6a4mvE1CdiRMPyAvG8ByLN,47,0.729,0.296,-14.321,0.66,0.0286,0.0,114.434
0xldle4vatMjuZ4xeMa3Ma,27,0.377,0.39,-8.259,0.241,0.0403,0.0,73.028
39qcM4KB0xq0G8No41ljaK,21,0.621,0.904,-5.475,0.628,0.0423,0.0,112.29
476V2d6iA2tWXgQboKmTtA,76,0.495,0.326,-12.29,0.371,0.0365,8.85e-05,136.243
2eg3CoqVGI21N8115BgdQA,46,0.315,0.313,-9.339,0.259,0.0297,0.0,78.356
0mflMxspEfB0VbI1kyLiAv,77,0.662,0.488,-6.894,0.817,0.0682,0.0,117.913
2lZoCCtydWfVmbGd8kaNt8,27,0.563,0.483,-8.993,0.753,0.0288,0.000198,117.577
0mbS3VwRbO6HVBMPXnzOGA,70,0.423,0.384,-12.503,0.521,0.0315,4.11e-06,90.43
4J0DbyODwZJcmIAiTSJfMF,72,0.304,0.305,-10.879,0.464,0.0298,0.00368,146.066
1JY9hsqLWZ3JB3K39Ve1xF,60,0.377,0.183,-12.679,0.369,0.037,8.56e-06,71.276
5C1TucCRf4Vjjree1OItyv,69,0.708,0.339,-7.085,0.512,0.0409,0.0,117.995
76OGwb5RA9h4FxQPT33ekc,90,0.565,0.636,-8.198,0.525,0.0638,9.9e-06,170.01
6H7nDglS6xWpRidbhMwI2L,67,0.585,0.511,-9.37,0.552,0.0391,0.007,105.898
1BxfuPKGuaTgP7aM0Bbdwr,91,0.552,0.702,-5.707,0.564,0.157,2.06e-05,169.994
